No.     Time           Source                Destination           Protocol Length Info
   2136 15.453192000   192.168.0.148         203.112.217.163       TCP      54     55718 > http [ACK] Seq=597 Ack=16932 Win=65535 Len=0
   2137 15.453857000   192.168.0.148         203.112.217.163       TCP      54     55718 > http [FIN, ACK] Seq=597 Ack=16932 Win=65535 Len=0
   2138 15.460453000   192.168.0.148         203.112.217.163       TCP      78     55725 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351114229 TSecr=0 SACK_PERM=1
   2139 15.539247000   203.112.217.163       192.168.0.148         TCP      60     http > 55721 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2140 15.543015000   203.112.217.163       192.168.0.148         TCP      309    [TCP segment of a reassembled PDU]
   2141 15.543083000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [ACK] Seq=608 Ack=256 Win=65535 Len=0
   2142 15.545367000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2143 15.561447000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2144 15.561695000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2145 15.561748000   192.168.0.148         203.112.217.163       TCP      54     55720 > http [ACK] Seq=608 Ack=7555 Win=65535 Len=0
   2146 15.561855000   203.112.217.163       192.168.0.148         HTTP     1132   HTTP/1.1 200 OK  (JPEG JFIF image)
   2147 15.561899000   192.168.0.148         203.112.217.163       TCP      54     55720 > http [ACK] Seq=608 Ack=8634 Win=65535 Len=0
   2148 15.562369000   192.168.0.148         203.112.217.163       TCP      54     55720 > http [FIN, ACK] Seq=608 Ack=8634 Win=65535 Len=0
   2149 15.565995000   192.168.0.148         203.112.217.163       TCP      78     55726 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351114332 TSecr=0 SACK_PERM=1
   2150 15.581366000   203.112.217.163       192.168.0.148         TCP      60     http > 55722 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2151 15.582183000   203.112.217.163       192.168.0.148         TCP      308    [TCP segment of a reassembled PDU]
   2152 15.582243000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [ACK] Seq=608 Ack=255 Win=65535 Len=0
   2153 15.582851000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2154 15.640297000   203.112.217.163       192.168.0.148         TCP      60     http > 55723 [ACK] Seq=1 Ack=599 Win=6578 Len=0
   2155 15.641237000   203.112.217.163       192.168.0.148         TCP      309    [TCP segment of a reassembled PDU]
   2156 15.641348000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=256 Win=65535 Len=0
   2157 15.641923000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2158 15.675006000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [ACK] Seq=608 Ack=1716 Win=65535 Len=0
   2159 15.775902000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=1716 Win=65535 Len=0
   2160 15.775904000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [ACK] Seq=608 Ack=1715 Win=65535 Len=0
   2161 15.879475000   203.112.217.163       192.168.0.148         TCP      60     http > 55724 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2162 15.880517000   203.112.217.163       192.168.0.148         TCP      306    [TCP segment of a reassembled PDU]
   2163 15.880617000   192.168.0.148         203.112.217.163       TCP      54     55724 > http [ACK] Seq=608 Ack=253 Win=65535 Len=0
   2164 15.880903000   203.112.217.163       192.168.0.148         HTTP     1354   HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)
   2165 15.880962000   203.112.217.163       192.168.0.148         TCP      60     http > 55724 [FIN, ACK] Seq=1553 Ack=608 Win=6677 Len=0
   2166 15.881003000   192.168.0.148         203.112.217.163       TCP      54     55724 > http [ACK] Seq=608 Ack=1553 Win=65535 Len=0
   2167 15.881015000   192.168.0.148         203.112.217.163       TCP      54     55724 > http [ACK] Seq=608 Ack=1554 Win=65535 Len=0
   2168 15.881495000   192.168.0.148         203.112.217.163       TCP      54     55724 > http [FIN, ACK] Seq=608 Ack=1554 Win=65535 Len=0
   2169 15.884680000   192.168.0.148         203.112.217.163       TCP      78     55727 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351114646 TSecr=0 SACK_PERM=1
   2170 15.943763000   203.112.217.163       192.168.0.148         TCP      60     http > 55718 [ACK] Seq=16932 Ack=598 Win=6556 Len=0
   2171 15.950527000   203.112.217.163       192.168.0.148         TCP      60     http > 55725 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2172 15.950746000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2173 15.952477000   192.168.0.148         203.112.217.163       HTTP     661    GET /templates/e_gov_tem_green/images/btl.jpg HTTP/1.1 
   2174 16.024604000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2175 16.024865000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2176 16.024966000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [ACK] Seq=608 Ack=4636 Win=65535 Len=0
   2177 16.051062000   203.112.217.163       192.168.0.148         TCP      60     http > 55720 [ACK] Seq=8634 Ack=609 Win=6677 Len=0
   2178 16.059696000   203.112.217.163       192.168.0.148         TCP      60     http > 55726 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2179 16.059925000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2180 16.061853000   192.168.0.148         203.112.217.163       HTTP     661    GET /templates/e_gov_tem_green/images/btm.jpg HTTP/1.1 
   2181 16.066838000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2182 16.067157000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2183 16.067274000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [ACK] Seq=608 Ack=4635 Win=65535 Len=0
   2184 16.116476000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2185 16.116747000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2186 16.116803000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=4636 Win=65535 Len=0
   2187 16.155956000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2188 16.156273000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2189 16.156393000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [ACK] Seq=608 Ack=7556 Win=65535 Len=0
   2190 16.255761000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2191 16.255907000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2192 16.256046000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=7556 Win=65535 Len=0
   2193 16.264795000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2194 16.265044000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2195 16.265202000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [ACK] Seq=608 Ack=7555 Win=65535 Len=0
   2196 16.265342000   203.112.217.163       192.168.0.148         HTTP     1128   HTTP/1.1 200 OK  (JPEG JFIF image)
   2197 16.265477000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [ACK] Seq=608 Ack=8630 Win=65535 Len=0
   2198 16.266310000   192.168.0.148         203.112.217.163       TCP      54     55722 > http [FIN, ACK] Seq=608 Ack=8630 Win=65535 Len=0
   2199 16.272579000   192.168.0.148         203.112.217.163       TCP      78     55728 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351115024 TSecr=0 SACK_PERM=1
   2200 16.362381000   203.112.217.163       192.168.0.148         TCP      60     http > 55727 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2201 16.362630000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2202 16.364648000   192.168.0.148         203.112.217.163       HTTP     661    GET /templates/e_gov_tem_green/images/btr.jpg HTTP/1.1 
   2203 16.371487000   203.112.217.163       192.168.0.148         TCP      60     http > 55724 [ACK] Seq=1554 Ack=609 Win=6677 Len=0
   2204 16.440579000   203.112.217.163       192.168.0.148         TCP      60     http > 55725 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2205 16.442126000   203.112.217.163       192.168.0.148         TCP      308    [TCP segment of a reassembled PDU]
   2206 16.442371000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=608 Ack=255 Win=65535 Len=0
   2207 16.442687000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2208 16.506032000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2209 16.506150000   203.112.217.163       192.168.0.148         HTTP     1447   HTTP/1.1 200 OK  (JPEG JFIF image)
   2210 16.506280000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [ACK] Seq=608 Ack=10410 Win=65535 Len=0
   2211 16.507344000   192.168.0.148         203.112.217.163       TCP      54     55721 > http [FIN, ACK] Seq=608 Ack=10410 Win=65535 Len=0
   2212 16.515237000   192.168.0.148         203.112.217.163       TCP      78     55729 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351115261 TSecr=0 SACK_PERM=1
   2213 16.553457000   203.112.217.163       192.168.0.148         TCP      60     http > 55726 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2214 16.554470000   203.112.217.163       192.168.0.148         TCP      309    [TCP segment of a reassembled PDU]
   2215 16.554715000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=256 Win=65535 Len=0
   2216 16.555077000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2226 16.584194000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=608 Ack=1715 Win=65535 Len=0
   2227 16.594649000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2228 16.595019000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2229 16.595092000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=10476 Win=65535 Len=0
   2230 16.595325000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2231 16.595379000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=11936 Win=65535 Len=0
   2232 16.684481000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=1716 Win=65535 Len=0
   2233 16.731513000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2234 16.731767000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2235 16.731829000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=14856 Win=65535 Len=0
   2236 16.732073000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2237 16.750271000   203.112.217.163       192.168.0.148         TCP      60     http > 55722 [ACK] Seq=8630 Ack=609 Win=6677 Len=0
   2238 16.756183000   203.112.217.163       192.168.0.148         TCP      60     http > 55728 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2239 16.756308000   192.168.0.148         203.112.217.163       TCP      54     55728 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2240 16.757542000   192.168.0.148         203.112.217.163       HTTP     663    GET /templates/e_gov_tem_green/images/bdown.gif HTTP/1.1 
   2243 16.839290000   203.112.217.163       192.168.0.148         TCP      60     http > 55727 [ACK] Seq=1 Ack=608 Win=6677 Len=0
   2244 16.840385000   203.112.217.163       192.168.0.148         TCP      308    [TCP segment of a reassembled PDU]
   2245 16.840608000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=608 Ack=255 Win=65535 Len=0
   2246 16.841011000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2247 16.885589000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=16316 Win=65535 Len=0
   2248 16.930529000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2249 16.930717000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2250 16.930856000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=608 Ack=4635 Win=65535 Len=0
   2251 16.985939000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=608 Ack=1715 Win=65535 Len=0
   2252 16.987487000   203.112.217.163       192.168.0.148         TCP      60     http > 55721 [ACK] Seq=10410 Ack=609 Win=6677 Len=0
   2257 17.001055000   203.112.217.163       192.168.0.148         TCP      60     http > 55729 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2258 17.001311000   192.168.0.148         203.112.217.163       TCP      54     55729 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2259 17.003183000   192.168.0.148         203.112.217.163       HTTP     673    GET /templates/e_gov_tem_green/images/top-round-right.gif HTTP/1.1 
   2260 17.046261000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2261 17.046386000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2262 17.046512000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=4636 Win=65535 Len=0
   2263 17.070596000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2264 17.070712000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2265 17.070836000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=17776 Win=65535 Len=0
   2266 17.071038000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2267 17.071171000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=20696 Win=65535 Len=0
   2268 17.071352000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2269 17.071663000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2270 17.071733000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=23616 Win=65535 Len=0
   2271 17.071974000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2272 17.072291000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2273 17.072385000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=608 Ack=7555 Win=65535 Len=0
   2274 17.072542000   203.112.217.163       192.168.0.148         HTTP     1128   HTTP/1.1 200 OK  (JPEG JFIF image)
   2275 17.072612000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [ACK] Seq=608 Ack=8630 Win=65535 Len=0
   2276 17.073437000   192.168.0.148         203.112.217.163       TCP      54     55725 > http [FIN, ACK] Seq=608 Ack=8630 Win=65535 Len=0
   2277 17.082582000   192.168.0.148         203.112.217.163       TCP      78     55730 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351115816 TSecr=0 SACK_PERM=1
   2278 17.175755000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2279 17.175973000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2280 17.176114000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=7556 Win=65535 Len=0
   2281 17.207709000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2282 17.207713000   203.112.217.163       192.168.0.148         HTTP     652    HTTP/1.1 200 OK  (JPEG JFIF image)
   2283 17.207895000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [ACK] Seq=599 Ack=25675 Win=65535 Len=0
   2284 17.208575000   192.168.0.148         203.112.217.163       TCP      54     55723 > http [FIN, ACK] Seq=599 Ack=25675 Win=65535 Len=0
   2285 17.212861000   192.168.0.148         203.112.217.163       TCP      78     55731 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351115943 TSecr=0 SACK_PERM=1
   2286 17.238164000   203.112.217.163       192.168.0.148         TCP      60     http > 55728 [ACK] Seq=1 Ack=610 Win=6699 Len=0
   2287 17.239724000   203.112.217.163       192.168.0.148         TCP      306    [TCP segment of a reassembled PDU]
   2288 17.239916000   192.168.0.148         203.112.217.163       TCP      54     55728 > http [ACK] Seq=610 Ack=253 Win=65535 Len=0
   2289 17.240297000   203.112.217.163       192.168.0.148         HTTP     1436   HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)
   2290 17.240393000   203.112.217.163       192.168.0.148         TCP      60     http > 55728 [FIN, ACK] Seq=1635 Ack=610 Win=6699 Len=0
   2291 17.240407000   192.168.0.148         203.112.217.163       TCP      54     55728 > http [ACK] Seq=610 Ack=1635 Win=65535 Len=0
   2292 17.240487000   192.168.0.148         203.112.217.163       TCP      54     55728 > http [ACK] Seq=610 Ack=1636 Win=65535 Len=0
   2293 17.241385000   192.168.0.148         203.112.217.163       TCP      54     55728 > http [FIN, ACK] Seq=610 Ack=1636 Win=65535 Len=0
   2294 17.246952000   192.168.0.148         203.112.217.163       TCP      78     55732 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351115975 TSecr=0 SACK_PERM=1
   2295 17.315987000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2296 17.316271000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2297 17.316388000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=608 Ack=4635 Win=65535 Len=0
   2298 17.463649000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2299 17.463867000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2300 17.464092000   203.112.217.163       192.168.0.148         HTTP     1130   HTTP/1.1 200 OK  (JPEG JFIF image)
   2301 17.464146000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=608 Ack=7555 Win=65535 Len=0
   2302 17.464221000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [ACK] Seq=608 Ack=8632 Win=65535 Len=0
   2303 17.465178000   192.168.0.148         203.112.217.163       TCP      54     55727 > http [FIN, ACK] Seq=608 Ack=8632 Win=65535 Len=0
   2304 17.471383000   192.168.0.148         203.112.217.163       TCP      78     55733 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351116196 TSecr=0 SACK_PERM=1
   2305 17.484253000   203.112.217.163       192.168.0.148         TCP      60     http > 55729 [ACK] Seq=1 Ack=620 Win=6809 Len=0
   2306 17.485474000   203.112.217.163       192.168.0.148         TCP      306    [TCP segment of a reassembled PDU]
   2307 17.485704000   192.168.0.148         203.112.217.163       TCP      54     55729 > http [ACK] Seq=620 Ack=253 Win=65535 Len=0
   2308 17.486525000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2309 17.486719000   203.112.217.163       192.168.0.148         HTTP     946    HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)
   2310 17.486812000   192.168.0.148         203.112.217.163       TCP      54     55729 > http [ACK] Seq=620 Ack=2606 Win=65535 Len=0
   2311 17.487381000   192.168.0.148         203.112.217.163       TCP      54     55729 > http [FIN, ACK] Seq=620 Ack=2606 Win=65535 Len=0
   2312 17.492735000   192.168.0.148         203.112.217.163       TCP      78     55734 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351116216 TSecr=0 SACK_PERM=1
   2313 17.552580000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2314 17.552680000   203.112.217.163       192.168.0.148         TCP      1514   [TCP segment of a reassembled PDU]
   2315 17.552763000   203.112.217.163       192.168.0.148         HTTP     132    HTTP/1.1 200 OK  (JPEG JFIF image)
   2316 17.552808000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=10476 Win=65535 Len=0
   2317 17.552864000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [ACK] Seq=608 Ack=10555 Win=65535 Len=0
   2318 17.553841000   192.168.0.148         203.112.217.163       TCP      54     55726 > http [FIN, ACK] Seq=608 Ack=10555 Win=65535 Len=0
   2319 17.561112000   192.168.0.148         203.112.217.163       TCP      78     55735 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=16 TSval=351116283 TSecr=0 SACK_PERM=1
   2320 17.561316000   203.112.217.163       192.168.0.148         TCP      60     http > 55725 [ACK] Seq=8630 Ack=609 Win=6677 Len=0
   2321 17.569597000   203.112.217.163       192.168.0.148         TCP      60     http > 55730 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460
   2322 17.569695000   192.168.0.148         203.112.217.163       TCP      54     55730 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0
   2323 17.571312000   192.168.0.148         203.112.217.163       HTTP     664    GET /templates/e_gov_tem_green/images/readon.gif HTTP/1.1 
